GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DGO001,DG0001,DG0002,DG0003,DG0004,DG0005,DG0006,DG0007,DG0008,DG0009,DG0010,DG0011,DG0012,DG0013,DG0014,DG0015,DG0016,DG0017,DG0018,DG0019,DG1001,DG1002,DG1003,DG1004,DG1005,DG1006,DG6001,DG6002,DG6003,DG6004,DIB001,DIB002,DIB003,DIB004,DIB005,DIB006,DIB007,DIB008,DIB009,DIB010,DIB011,DIB012,DIB013,DID001,DID002,DID003,DID004,DID005,DID006,DID007,DID008,DID009,DID010,DID011,DID012,DID013,DID014,DID015,DID016,DID017,DIZ001
"G2500130810602","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","810602",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8106.02","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",2548,18,57,464,83,5,0,83,38,0,323,35,0,30,0,14,97,1049,58,194,252,615,198,328,136,253,1853,459,20,216,179,109,31,125,280,4,7,101,6,218,100,63,23,28,24,8,51,47,50,47,67,102,76,101,35,95,44,11,5,6,6802
"G25001308107","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","8107",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8107","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",6473,15,181,1216,16,25,0,437,117,0,1590,48,6,73,17,11,525,1755,91,350,290,996,170,810,169,689,5285,675,16,497,149,273,96,292,522,6,115,265,30,374,566,105,128,100,398,244,204,173,166,216,112,159,105,133,124,166,97,87,34,0,6629
"G25001308108","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","8108",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8108","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","0",3765,0,85,541,36,7,0,187,51,0,1487,107,7,5,20,0,185,714,73,260,151,380,81,267,105,288,2983,314,15,453,71,127,51,128,370,0,47,124,7,266,378,52,83,46,302,115,103,145,157,83,127,95,101,66,46,73,37,35,21,0,6550
"G2500130810901","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","810901",,,,,,,,,"A",,"3","C",,"State: 25 County: 013 Tract: 8109.01","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1833,0,11,221,7,11,28,60,6,0,633,270,6,0,0,0,159,302,54,65,42,132,9,127,52,90,1258,121,22,432,39,44,17,35,102,0,18,109,15,104,287,30,56,41,102,121,95,93,66,84,37,41,51,43,19,23,14,13,0,0,6236
"G2500130810902","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","810902",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8109.02","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4560,0,119,604,26,59,0,484,63,23,1481,288,0,12,10,20,201,958,35,177,232,408,122,447,86,358,3616,393,4,547,233,329,65,252,412,5,26,218,15,236,350,69,53,60,246,160,145,186,124,99,125,93,108,51,66,120,49,57,23,5,6399
"G25001308110","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","8110",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0",5542,0,95,1333,30,20,6,183,39,0,1253,71,0,8,14,5,550,1555,139,241,331,934,191,710,152,423,4425,517,19,581,153,126,62,256,481,0,41,286,22,600,523,87,160,76,178,176,96,174,128,152,162,148,96,110,82,157,100,43,25,6,6396
"G2500130811101","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","811101",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8111.01","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0",4111,0,94,1215,8,0,26,97,71,0,501,37,0,28,0,0,429,1159,64,382,209,748,154,375,105,440,3281,404,34,392,108,104,21,106,246,0,36,278,0,245,379,45,78,49,191,154,166,83,169,95,98,143,65,97,14,59,24,19,17,0,5521
"G2500130811102","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","811102",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8111.02","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",5454,0,90,1132,54,16,0,184,63,0,1158,108,7,18,0,7,439,1916,63,199,448,1169,216,813,194,481,4341,638,22,453,86,86,41,208,390,6,52,324,13,411,588,96,138,81,428,153,150,180,158,165,141,92,73,111,70,90,46,63,20,0,5607
"G25001308112","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","8112",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8112","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","1","0",6224,0,76,1763,56,0,17,240,131,7,675,19,22,36,7,0,740,1873,125,437,632,1074,297,764,200,497,4802,843,70,509,214,224,89,297,501,8,58,402,7,495,490,123,182,55,169,136,179,238,174,175,180,183,161,149,105,119,82,50,37,6,6564
"G2500130811301","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","811301",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8113.01","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",5954,23,156,1258,214,7,19,286,136,6,691,43,38,55,11,0,590,1952,62,407,614,995,393,755,160,418,4477,1006,53,418,224,267,58,298,370,6,49,357,12,428,517,145,144,84,284,201,178,152,140,143,253,211,127,182,57,119,158,41,26,7,7086
"G2500130811302","1980","S","1","1","Massachusetts","25","8000","Hampden","013","025","0760","811302",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8113.02","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0",3921,0,135,1011,100,20,6,246,45,6,299,5,11,64,0,0,258,1311,126,278,275,683,324,508,168,337,3107,608,47,159,120,143,48,277,308,0,44,260,5,276,400,90,113,35,73,57,66,108,130,156,79,86,117,106,27,91,79,41,11,0,6284
"G25001308114","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8114",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8114","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",2796,0,42,303,25,0,0,122,14,0,77,47,0,13,0,0,1387,477,107,182,143,389,99,86,2,116,1324,468,737,267,26,41,33,35,56,0,8,42,10,75,196,57,33,134,244,177,79,116,68,42,34,44,29,35,0,0,0,16,0,0,3542
"G25001308115","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8115",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3381,0,23,359,36,0,0,27,12,0,101,7,0,8,0,0,1919,383,130,376,100,325,59,145,5,66,1439,686,1142,114,15,9,0,20,70,0,15,44,18,59,275,22,38,156,280,247,114,91,27,83,49,37,0,0,9,20,8,0,8,0,2942
"G25001308116","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8116",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",5144,0,141,671,63,30,0,328,41,0,200,18,6,45,22,0,2080,940,173,386,242,632,257,408,30,122,2727,911,1052,454,70,76,12,63,181,19,16,219,41,150,361,91,132,195,619,361,260,165,112,100,70,30,77,6,19,9,24,4,15,7,3800
"G25001308117","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8117",,,,,,,,,"A",,"3","C",,"State: 25 County: 013 Tract: 8117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2197,0,100,247,27,0,0,285,27,0,453,0,0,8,10,0,525,260,57,198,41,195,42,73,10,84,1430,265,252,250,22,67,21,40,75,10,22,93,0,44,148,7,35,78,543,206,106,62,6,41,35,49,30,18,16,8,7,8,0,8,4759
"G25001308118","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8118",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8118","0","0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","0","0","1","0","1","0",4348,0,164,483,129,0,0,666,50,0,569,52,0,27,0,5,235,1547,65,356,283,884,357,798,94,292,3542,440,35,331,88,140,51,139,307,0,79,358,6,233,413,54,72,48,251,120,150,234,162,164,109,61,124,55,49,74,58,41,19,0,6273
"G25001308119","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8119",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8119","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0",4678,0,241,270,180,0,4,895,140,0,254,25,74,52,6,0,278,1623,260,376,571,590,378,863,56,254,3448,934,14,282,423,588,64,351,276,19,30,157,0,181,131,38,18,34,88,43,37,68,50,108,49,91,101,116,92,138,124,111,143,81,9905
"G25001308120","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8120",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8120","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",8469,0,275,1083,259,14,5,1100,124,0,658,87,25,95,45,23,798,3080,269,529,832,1629,668,1575,231,417,6613,1051,135,670,304,546,121,348,669,5,115,529,13,453,441,89,147,62,418,372,369,334,229,197,261,332,231,129,90,122,100,71,45,19,7364
"G25001308121","1980","S","1","1","Massachusetts","25","8000","Hampden","013","050","1830","8121",,,,,,,,,"A",,"3",,,"State: 25 County: 013 Tract: 8121","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0",13665,6,528,1820,532,72,39,2034,152,5,1079,21,60,122,17,0,943,4881,291,1063,1055,2590,1074,2659,362,883,11317,1387,157,804,532,606,255,694,1108,12,151,920,10,743,800,189,218,68,315,332,389,405,375,397,405,381,287,255,225,349,160,129,51,24,6466
"G25001308122","1980","S","1","1","Massachusetts","25","8000","Hampden","013","110","4775","8122",,,,,,,"4780",,"A",,"E",,,"State: 25 County: 013 Tract: 8122","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",7610,24,562,715,151,48,0,665,449,6,520,9,40,149,39,0,489,2574,238,932,1055,909,391,1156,465,415,5862,1227,13,508,357,430,190,431,923,0,88,443,21,561,408,188,89,121,376,232,337,336,319,312,207,262,145,172,143,182,76,62,59,23,7760
"G25001308123","1980","S","1","1","Massachusetts","25","8000","Hampden","013","110","4775","8123",,,,,,,"4780",,"A",,"E",,,"State: 25 County: 013 Tract: 8123","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0",5166,0,302,604,45,18,0,376,776,6,255,51,67,39,14,0,361,1825,130,297,435,810,294,935,416,404,3911,826,62,367,176,134,22,251,468,12,17,334,39,366,390,108,85,69,359,238,299,215,201,250,121,165,98,88,34,55,65,16,0,10,6212
"G2500130812401","1980","S","1","1","Massachusetts","25","8000","Hampden","013","110","4775","812401",,,,,,,"4780",,"A",,"E",,,"State: 25 County: 013 Tract: 8124.01","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0",6359,0,430,441,92,122,5,538,530,5,413,13,31,48,44,5,307,2921,150,264,1182,1004,553,1214,643,376,4988,1058,7,306,473,527,86,418,653,0,53,256,28,381,181,83,64,50,51,55,78,106,86,174,137,174,146,145,149,188,196,202,80,32,8502
"G2500130812402","1980","S","1","1","Massachusetts","25","8000","Hampden","013","110","4775","812402",,,,,,,"4780",,"A",,"E",,,"State: 25 County: 013 Tract: 8124.02","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","1","0","0","1","0",7907,12,701,589,132,62,0,851,606,0,611,0,20,147,24,7,358,3065,253,469,1167,1106,517,1745,491,423,6094,1439,29,345,459,516,139,520,753,0,154,400,24,449,345,118,90,94,258,203,191,218,165,188,262,184,187,180,90,213,154,130,56,19,7021
"G25001308125","1980","S","1","1","Massachusetts","25","8000","Hampden","013","105","4690","8125",,,,,,,,,"A",,"4",,,"State: 25 County: 013 Tract: 8125","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6681,18,393,554,213,39,6,382,382,6,599,11,36,18,14,0,586,2863,193,368,934,1106,539,1238,426,583,4833,1491,54,303,282,346,104,310,366,10,32,337,38,483,457,172,74,52,174,124,146,150,180,214,127,149,159,122,118,165,144,93,36,5,6657
"G25001308126","1980","S","1","1","Massachusetts","25","8000","Hampden","013","105","4690","8126",,,,,,,,,"A",,"4",,,"State: 25 County: 013 Tract: 8126","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",6431,5,533,431,223,72,6,536,235,40,819,35,0,88,71,12,492,2238,254,341,871,678,490,954,365,501,4610,1437,18,366,402,511,90,336,546,6,46,257,17,501,360,98,70,23,105,79,89,127,146,133,144,228,175,211,105,188,152,113,80,12,7769
"G2500130812701","1980","S","1","1","Massachusetts","25","8000","Hampden","013","105","4690","812701",,,,,,,,,"A",,"4",,,"State: 25 County: 013 Tract: 8127.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0",4566,9,437,229,54,6,0,440,379,0,376,11,5,61,15,7,333,1739,262,203,718,747,368,754,204,314,3522,763,60,221,160,244,50,175,315,20,39,233,0,265,341,57,38,43,340,153,114,190,145,159,139,145,73,88,36,106,27,43,25,8,6435
"G2500130812702","1980","S","1","1","Massachusetts","25","8000","Hampden","013","105","4690","812702",,,,,,,,,"A",,"4",,,"State: 25 County: 013 Tract: 8127.02","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",4072,7,284,261,81,12,7,292,116,0,591,10,0,44,38,7,750,1184,63,325,522,398,126,494,79,225,2953,623,179,317,133,136,47,74,155,14,31,233,5,231,408,51,87,64,265,228,219,138,184,153,106,98,73,66,31,45,25,17,15,0,5683
"G25001308128","1980","S","1","1","Massachusetts","25","8000","Hampden","013","105","4690","8128",,,,,,,,,"A",,"4",,,"State: 25 County: 013 Tract: 8128","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",5816,15,431,545,169,8,25,358,112,0,691,0,18,92,17,15,404,2458,190,268,767,965,489,904,228,574,4491,1139,55,131,170,165,99,242,579,6,50,219,56,446,445,225,91,56,107,121,122,158,152,197,202,187,140,139,158,80,47,51,33,7,6611
"G25001308129","1980","S","1","1","Massachusetts","25","8000","Hampden","013","105","4690","8129",,,,,,,,,"A",,"4",,,"State: 25 County: 013 Tract: 8129","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0",8899,15,861,499,159,66,59,917,386,13,701,69,18,72,63,7,561,3590,232,611,1323,1258,524,1605,438,770,6749,1720,21,409,492,667,79,412,712,16,60,456,20,415,386,104,121,35,146,112,164,150,156,205,227,254,204,189,120,242,147,125,103,44,7205
"G25001308130","1980","S","1","1","Massachusetts","25",,"Hampden","013",,,"8130",,,,,,,,,"A",,,,,"State: 25 County: 013 Tract: 8130","0","1","1","1","1","1","0","0","1","1","0","1","0","1","0","1","1","0","1","1","0","1","0","0","1","0","0",5807,20,840,321,142,5,0,189,131,15,233,9,25,60,56,2,282,2690,417,370,1200,1033,619,873,363,347,4153,1471,22,161,232,317,70,189,329,11,43,249,109,408,346,144,73,45,120,143,133,155,172,172,165,186,146,120,105,157,66,57,35,13,6789
"G25001308131","1980","S","1","1","Massachusetts","25","8000","Hampden","013","085",,"8131",,,,,,,"4050",,"A",,,,,"State: 25 County: 013 Tract: 8131","0","0","0","1","1","1","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0",7382,6,765,330,136,17,0,263,359,0,466,25,30,75,55,26,313,3468,638,410,1486,1191,716,1198,570,562,4776,2322,53,231,274,370,163,351,601,7,73,202,109,641,447,168,160,73,115,71,223,226,225,185,204,231,185,174,123,174,160,49,35,11,6733
"G25001308132","1980","S","1","1","Massachusetts","25","8000","Hampden","013","005",,"8132",,,,,,,"0060",,"A",,,,,"State: 25 County: 013 Tract: 8132","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",26271,41,1828,2494,527,173,12,1676,3385,13,1582,88,78,186,118,58,1291,10182,1193,1346,3402,4106,1813,4407,2207,1584,19352,5359,170,1390,1349,1537,434,1454,2485,29,231,1351,136,1804,1216,543,423,240,622,589,623,749,647,624,773,908,619,680,484,769,432,382,184,30,7317
"G25001308133","1980","S","1","1","Massachusetts","25","8000","Hampden","013","055","2170","8133",,,,,,,"2170",,"A",,"E",,,"State: 25 County: 013 Tract: 8133","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",16301,44,1302,430,450,169,24,1297,844,13,494,18,929,98,93,31,1027,5975,1760,1303,2373,1211,1370,2518,840,904,9641,5817,50,793,1607,2030,135,1209,1024,10,49,367,48,367,159,103,157,54,132,132,172,123,195,182,186,348,220,267,201,563,424,634,734,453,12287
"G2500130813401","1980","S","1","1","Massachusetts","25","8000","Hampden","013","030",,"813401",,,,,,,"1110",,"A",,,,,"State: 25 County: 013 Tract: 8134.01","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5282,13,432,254,62,48,6,513,621,7,145,19,59,68,111,5,257,1923,456,283,648,588,373,942,346,225,3811,1031,17,423,221,330,92,247,423,4,77,267,13,378,295,107,47,38,76,89,121,113,98,116,113,145,113,168,96,141,104,83,64,7,7319
"G2500130813402","1980","S","1","1","Massachusetts","25","8000","Hampden","013","030",,"813402",,,,,,,"1110",,"A",,,,,"State: 25 County: 013 Tract: 8134.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",7623,6,824,328,85,56,7,647,574,0,234,8,39,116,83,0,330,3499,291,496,1426,1021,729,1470,810,358,5792,1483,54,294,429,617,134,370,746,0,51,229,20,453,237,90,75,13,193,136,130,130,169,162,201,182,167,140,187,263,164,185,124,40,8465
"G25001308135","1980","S","1","1","Massachusetts","25","8000","Hampden","013","040",,"8135",,,,,,,"1610",,"A",,,,,"State: 25 County: 013 Tract: 8135","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",4745,0,630,338,73,0,0,230,191,0,182,9,0,58,83,0,166,2398,174,213,1097,927,479,1123,387,269,3651,968,31,95,331,331,82,191,293,17,69,186,12,288,161,95,91,65,45,81,42,63,118,130,24,101,177,156,81,162,96,102,35,12,7498
"G2500130813601","1980","S","1","1","Massachusetts","25","8000","Hampden","013","115",,"813601",,,,,,,"4890",,"A",,,,,"State: 25 County: 013 Tract: 8136.01","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","1","0","1","1","0","1","0","0","1","1","0",6486,6,530,504,101,125,7,287,310,6,1050,82,29,38,45,33,319,2430,244,340,1030,647,579,917,446,431,4730,1461,4,291,560,424,40,504,587,24,29,227,52,340,238,86,101,29,64,78,110,79,124,155,149,144,185,141,89,256,147,246,115,60,9373
"G2500130813602","1980","S","1","1","Massachusetts","25","8000","Hampden","013","115",,"813602",,,,,,,"4890",,"A",,,,,"State: 25 County: 013 Tract: 8136.02","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0",5567,15,614,218,202,61,11,575,179,20,209,37,14,42,68,6,283,2656,149,208,1166,481,669,1287,421,343,3374,1869,19,305,583,596,48,372,416,9,61,167,32,149,61,37,42,22,79,39,44,54,79,73,68,133,97,91,100,210,181,222,177,53,9818
"G25001308137","1980","S","1","1","Massachusetts","25","8000","Hampden","013","065",,"8137",,,,,,,"2650",,"A",,,,,"State: 25 County: 013 Tract: 8137","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0",7315,7,845,703,147,57,6,458,197,0,325,22,7,104,74,0,342,3226,450,345,1282,1433,605,1213,346,600,5980,1248,5,82,223,474,90,217,484,11,51,264,34,581,424,232,111,37,162,119,202,150,180,150,170,259,239,174,138,185,75,72,39,22,6717
"G25001308138","1980","S","1","1","Massachusetts","25",,"Hampden","013",,,"8138",,,,,,,,,"A",,,,,"State: 25 County: 013 Tract: 8138","0","1","1","1","1","1","0","0","1","1","1","0","1","1","0","1","1","0","0","1","0","0","1","1","0","0","0",5084,10,511,550,130,5,4,273,124,2,204,17,9,70,38,4,347,2268,219,299,973,894,481,776,264,324,3475,1405,26,178,183,280,63,145,287,14,30,254,47,439,304,138,59,47,106,126,123,175,150,146,160,132,124,98,71,140,52,68,15,7,6528
"G25001508201","1980","S","1","1","Massachusetts","25",,"Hampshire","015","085",,"8201",,,,,,,"4460",,"A",,,,,"State: 25 County: 015 Tract: 8201","0","0","1","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","1","1","0","1","0","0","1","0","0",8910,5,545,1476,112,0,18,226,159,0,1885,10,0,34,31,7,500,3064,192,646,813,1625,322,1171,291,1056,7226,1225,47,412,274,277,84,215,616,14,62,582,58,688,933,131,153,132,376,361,278,284,218,277,277,276,224,161,167,130,62,52,69,37,6586
"G2500150820201","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","010",,"820201",,,,,,,"0330",,"A",,,,,"State: 25 County: 015 Tract: 8202.01","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","1","0","1","1","0",8382,26,917,720,251,17,43,491,153,0,728,52,13,18,39,7,556,3260,365,726,1281,1208,600,1314,291,533,6219,1892,46,225,338,704,171,279,474,10,70,660,52,473,338,186,97,107,196,187,228,199,192,307,260,261,211,172,64,213,108,72,28,19,6474
"G2500150820202","1980","S","1","1","Massachusetts","25",,"Hampshire","015","065",,"820202",,,,,,,"3270",,"A",,,,,"State: 25 County: 015 Tract: 8202.02","0","0","1","0","1","1","0","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0",1112,8,267,47,30,4,0,47,20,15,16,1,20,9,11,3,52,465,67,30,223,97,137,134,18,63,619,427,14,52,84,203,11,45,64,4,5,44,13,45,21,18,10,11,19,19,14,32,20,13,21,32,24,15,28,42,36,21,31,5,8889
"G25001508203","1980","S","1","1","Massachusetts","25",,"Hampshire","015","005",,"8203",,,,,,,"0110",,"A",,,,,"State: 25 County: 015 Tract: 8203","0","0","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","1","1","1","1","1","0",5942,16,669,190,208,19,30,373,180,9,270,45,108,44,55,8,910,2130,362,316,932,291,582,712,229,362,2693,2602,107,540,363,1070,175,244,406,9,0,487,19,136,31,106,65,140,210,337,316,246,115,130,114,113,87,73,89,96,101,87,38,33,6596
"G25001508204","1980","S","1","1","Massachusetts","25",,"Hampshire","015","005",,"8204",,,,,,,"0110",,"A",,,,,"State: 25 County: 015 Tract: 8204","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10357,41,668,265,274,66,19,1353,507,16,291,74,298,69,48,11,1054,4306,323,674,1422,945,848,1968,754,622,6863,2784,153,557,209,331,72,315,797,25,194,1165,107,89,57,48,118,0,0,11,22,23,0,0,9,0,0,10,0,0,0,7,0,0,2316
"G25001508205","1980","S","1","1","Massachusetts","25",,"Hampshire","015","005",,"8205",,,,,,,"0110",,"A",,"F",,,"State: 25 County: 015 Tract: 8205","1","1","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1",6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25001508206","1980","S","1","1","Massachusetts","25",,"Hampshire","015","005",,"8206",,,,,,,"0110",,"A",,"F",,,"State: 25 County: 015 Tract: 8206","1","1","0","0","1","0","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1",1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25001508207","1980","S","1","1","Massachusetts","25",,"Hampshire","015","005",,"8207",,,,,,,"0110",,"A",,,,,"State: 25 County: 015 Tract: 8207","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1",3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25001508208","1980","S","1","1","Massachusetts","25",,"Hampshire","015","005",,"8208",,,,,,,"0110",,"A",,,,,"State: 25 County: 015 Tract: 8208","1","1","1","1","0","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","0","0","0","1","0","1",5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25001508209","1980","S","1","1","Massachusetts","25","8000","Hampshire","015","035",,"8209",,,,,,,"1470",,"A",,,,,"State: 25 County: 015 Tract: 8209","0","0","1","1","1","1","0","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0",5380,8,340,1052,184,6,6,296,108,5,420,16,7,82,17,12,410,1927,190,294,708,777,520,697,108,452,4115,1052,45,168,276,326,109,221,296,0,55,325,48,374,273,139,107,41,74,111,103,104,119,122,153,151,166,150,125,73,80,65,58,8,6671
