GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DGO001,DG0001,DG0002,DG0003,DG0004,DG0005,DG0006,DG0007,DG0008,DG0009,DG0010,DG0011,DG0012,DG0013,DG0014,DG0015,DG0016,DG0017,DG0018,DG0019,DG1001,DG1002,DG1003,DG1004,DG1005,DG1006,DG6001,DG6002,DG6003,DG6004,DIB001,DIB002,DIB003,DIB004,DIB005,DIB006,DIB007,DIB008,DIB009,DIB010,DIB011,DIB012,DIB013,DID001,DID002,DID003,DID004,DID005,DID006,DID007,DID008,DID009,DID010,DID011,DID012,DID013,DID014,DID015,DID016,DID017,DIZ001
"G25000506132","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6132",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6132","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1",1133,0,87,89,0,17,0,114,70,0,30,87,6,7,0,0,50,93,146,337,11,36,8,50,5,54,1010,111,6,6,7,6,23,0,17,0,0,8,0,21,18,8,7,10,0,6,0,8,0,7,7,0,7,18,6,7,0,7,0,0,2195
"G25000506133","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6133",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6133","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",5905,0,619,375,57,53,0,469,148,5,154,966,6,35,41,7,205,2121,179,465,889,746,197,990,240,182,4773,705,25,402,198,378,107,238,379,11,61,337,19,354,560,113,99,28,134,98,87,125,108,129,178,116,141,182,102,158,73,115,53,14,7028
"G25000506134","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6134",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6134","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25000506135","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6135",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6135","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1",312,0,86,6,5,0,0,5,23,0,11,34,0,0,0,0,20,91,22,9,46,41,0,40,7,13,256,30,0,26,0,0,0,4,7,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,2167
"G25000506136","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6136",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6136","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0",3499,8,195,410,6,21,0,215,9,0,179,834,0,8,6,5,241,1101,78,183,515,445,28,520,26,106,2628,282,24,565,78,119,74,79,275,5,55,275,0,170,402,46,102,76,129,142,154,123,86,123,96,111,90,15,44,90,30,22,10,0,6203
"G25000506137","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6137",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6137","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0",4203,0,361,140,13,5,0,311,66,0,44,1854,21,12,0,6,170,766,71,363,304,206,100,345,40,68,2877,314,65,947,86,188,44,108,178,7,10,222,0,264,508,78,142,82,239,108,171,153,80,76,134,112,52,64,87,68,24,73,33,6,6218
"G25000506138","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6138",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0",5004,0,418,336,41,19,0,438,90,0,63,1725,0,30,0,0,462,975,130,277,366,303,97,506,38,24,3208,442,112,1242,119,184,53,108,287,5,48,358,19,190,681,108,192,90,399,256,217,208,184,153,107,139,50,76,54,44,40,43,29,5,5774
"G25000506139","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6139",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6139","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0",7737,19,526,326,82,0,0,509,124,0,171,2351,31,40,25,9,620,2274,151,479,845,824,103,1024,99,233,5797,763,148,1029,249,327,130,271,569,0,95,452,26,490,751,126,144,68,308,275,228,272,153,267,301,218,157,146,83,136,70,78,37,4,6257
"G25000506140","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6140",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",4548,0,334,186,13,0,0,321,94,0,112,1590,8,12,19,10,295,1152,142,260,362,418,100,565,71,154,3196,332,53,967,56,183,83,108,354,5,81,201,28,233,448,76,142,87,171,182,109,151,103,191,149,129,93,65,15,95,20,29,11,0,5338
"G25000506141","1980","S","1","1","Massachusetts","25",,"Bristol","005","095","4220","6141",,,,,,,,,"E",,"2",,,"State: 25 County: 005 Tract: 6141","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",8099,0,789,522,63,18,0,558,239,0,147,2184,13,21,39,7,360,2580,94,465,980,805,294,1237,339,351,6374,895,26,804,236,372,121,208,627,5,84,506,43,450,821,205,173,104,152,169,150,256,220,246,235,239,186,186,82,125,104,118,32,23,6400
"G25000506151","1980","S","1","1","Massachusetts","25","2480","Bristol","005","025",,"6151",,,"80",,,,"0960",,"E",,,,,"State: 25 County: 005 Tract: 6151","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",5352,14,938,198,19,13,0,303,126,5,68,1114,6,11,26,6,163,1949,75,318,808,531,242,853,176,163,4227,898,8,219,241,335,108,184,406,9,43,206,49,440,295,86,87,66,108,123,79,136,76,143,156,136,139,165,102,55,79,80,70,7,6838
"G25000506161","1980","S","1","1","Massachusetts","25",,"Bristol","005","015",,"6161",,,,,,,"0360",,"E",,,,,"State: 25 County: 005 Tract: 6161","0","0","1","0","1","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0",2731,5,249,167,23,3,0,106,32,2,36,448,0,28,3,0,105,1049,56,419,494,385,98,395,107,94,2275,365,12,79,121,120,60,97,172,9,16,123,39,210,147,70,49,8,48,53,62,57,65,92,81,97,45,55,62,46,31,24,16,6,6306
"G25000506171","1980","S","1","1","Massachusetts","25","5400","Bristol","005","045",,"6171",,,,,,,"1360",,"E",,,,,"State: 25 County: 005 Tract: 6171","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","1","0","1","0","0","0",7058,0,695,657,58,0,0,286,187,8,222,1177,10,22,5,8,417,2672,281,353,1035,1192,311,914,314,396,6007,764,35,252,301,388,106,241,502,0,100,308,87,563,368,105,112,57,152,137,82,157,127,187,172,212,226,201,93,161,134,34,26,24,6419
"G25000506301","1980","S","1","1","Massachusetts","25","6480","Bristol","005","060",,"6301",,,"80",,,,"2880",,"E",,,,,"State: 25 County: 005 Tract: 6301","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0",9253,20,912,1112,155,0,0,837,568,0,134,100,14,35,33,5,346,3962,281,739,1662,1662,574,1925,521,268,6526,2302,29,396,460,505,69,339,791,0,94,380,21,723,724,174,211,144,279,247,249,288,245,396,266,192,214,192,209,163,126,137,91,19,7161
"G25000506302","1980","S","1","1","Massachusetts","25","6480","Bristol","005","060",,"6302",,,"80",,,,"2880",,"E",,,,,"State: 25 County: 005 Tract: 6302","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",11842,47,1344,1209,112,6,0,889,448,6,159,233,44,118,62,13,603,5336,443,770,2383,2273,719,2572,659,477,7704,3656,51,431,921,736,198,450,884,13,93,419,45,835,881,124,162,26,219,212,190,229,214,363,343,312,305,297,209,372,209,253,118,24,7501
"G25000506311","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6311",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6311","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0",6171,0,446,1152,41,25,4,341,116,6,519,229,5,45,35,7,486,2132,157,425,933,991,284,852,167,295,2191,3573,32,375,198,240,37,185,529,0,32,295,5,519,686,144,161,55,129,178,191,207,125,207,174,169,197,180,99,132,52,47,58,13,6868
"G25000506312","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6312",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6312","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0",4498,0,514,593,111,21,0,337,77,6,68,122,0,38,90,0,220,1584,93,624,735,714,271,648,227,162,2779,1403,15,301,237,287,52,243,324,0,54,137,15,342,451,50,95,34,157,88,97,80,64,72,119,148,112,85,83,150,109,96,34,32,7998
"G25000506313","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6313",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6313","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",4257,7,523,162,45,5,0,446,82,0,19,267,7,27,34,0,225,1744,104,560,724,677,325,871,256,65,2849,1130,6,272,292,346,77,100,380,5,29,202,0,280,314,38,28,29,177,93,67,124,153,83,75,84,115,73,67,136,81,89,62,18,8585
"G25000506314","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6314",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",2461,8,305,252,37,8,0,101,26,0,18,325,0,9,20,0,188,870,35,259,354,344,69,301,72,38,1523,548,57,333,85,52,8,41,184,10,47,79,0,163,330,41,43,22,142,93,138,148,86,32,112,53,37,47,26,27,10,4,5,0,5596
"G25000506315","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6315",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6315","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",2864,0,201,222,50,7,0,255,94,5,22,634,0,8,37,0,183,805,100,241,386,373,67,362,68,42,1912,400,6,546,87,94,46,111,283,5,28,80,0,253,398,37,122,0,72,44,108,105,92,112,72,121,56,55,32,46,34,34,10,12,6943
"G25000506316","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6316",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",3928,0,282,558,42,35,0,164,110,0,63,229,0,22,42,4,391,1451,133,402,523,709,204,696,182,101,2741,820,30,337,83,157,48,61,291,0,20,187,0,261,458,91,136,48,122,140,152,190,94,140,104,93,76,79,32,32,36,16,24,0,5652
"G25000506317","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6317",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0",5682,27,716,555,49,25,0,392,190,0,68,183,0,33,75,0,410,2478,111,370,1070,1039,307,1318,286,216,3781,1481,43,377,206,441,87,227,490,5,17,175,20,404,484,50,49,7,113,49,120,92,142,124,174,155,122,157,74,97,109,96,40,33,7056
"G25000506318","1980","S","1","1","Massachusetts","25","6480","Bristol","005","010","0210","6318",,,"80",,,,,,"E",,"4",,,"State: 25 County: 005 Tract: 6318","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",4335,0,383,569,51,0,0,213,84,7,75,189,18,40,80,0,424,1751,127,324,719,806,209,593,181,173,2711,1379,48,197,220,235,34,118,427,0,34,152,22,368,436,66,116,28,88,83,138,154,72,127,130,147,75,82,61,142,45,68,40,14,7215
"G25000506321","1980","S","1","1","Massachusetts","25","6480","Bristol","005","080",,"6321",,,"80",,,,"3760",,"E",,,,,"State: 25 County: 005 Tract: 6321","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",5549,10,602,642,75,28,8,258,261,0,148,275,0,94,35,5,376,2359,135,238,920,981,242,1061,394,172,1474,3791,27,257,322,343,61,249,551,0,25,287,33,377,337,95,78,38,110,68,78,131,113,102,133,135,227,102,116,155,111,123,47,43,8074
"G25000506322","1980","S","1","1","Massachusetts","25","6480","Bristol","005","080",,"6322",,,"80",,,,"3760",,"E",,,,,"State: 25 County: 005 Tract: 6322","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0",6720,5,917,149,32,6,5,465,375,0,25,1158,56,37,68,6,363,2582,148,323,1021,767,330,1088,566,154,2113,4064,45,498,388,399,54,351,531,16,59,330,31,412,365,122,85,39,124,134,149,126,75,174,117,220,145,148,181,249,104,77,78,28,7370
"G25000506331","1980","S","1","1","Massachusetts","25","6480","Bristol","005","075",,"6331",,,"80",,,,"3500",,"E",,,,,"State: 25 County: 005 Tract: 6331","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",3832,0,540,328,80,14,0,148,121,0,85,183,8,29,39,0,169,1734,111,243,1219,453,218,665,102,115,1691,1993,23,125,221,219,92,225,250,5,8,146,13,233,134,57,29,61,33,51,51,60,66,79,105,132,82,91,67,89,85,82,40,28,8012
"G25000506332","1980","S","1","1","Massachusetts","25","6480","Bristol","005","075",,"6332",,,"80",,,,"3500",,"E",,,,,"State: 25 County: 005 Tract: 6332","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0",3738,0,402,219,48,5,8,216,103,0,20,659,43,19,13,0,145,1525,157,156,840,471,198,585,163,128,1697,1902,9,130,123,211,81,152,317,25,31,217,23,390,144,125,48,30,61,86,56,104,56,142,86,72,93,57,96,61,40,69,101,6,7631
"G25000506401","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6401",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6401","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0",4476,0,191,621,6,0,0,202,42,0,200,1621,0,0,0,0,287,1020,101,185,340,562,73,303,131,103,3542,365,0,569,101,124,57,168,209,0,46,228,21,200,387,82,106,91,214,162,196,140,109,146,157,92,132,49,41,46,10,10,12,5,5124
"G25000506402","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6402",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6402","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0",6227,0,214,983,35,0,0,131,80,0,450,2495,14,0,0,25,257,1127,131,285,261,652,92,399,56,110,4589,407,35,1196,118,151,62,124,361,0,22,220,27,342,981,131,158,134,591,387,310,226,226,141,149,112,85,99,69,96,39,22,0,0,5201
"G25000506403","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6403",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6403","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","1","1","0","0","1","0","0","0","1","1","1","0",3247,0,126,534,13,0,0,114,72,5,69,972,0,24,0,0,238,849,15,216,254,448,32,214,149,106,2672,298,27,250,26,54,10,99,215,8,32,155,17,219,342,50,51,76,172,187,146,112,75,137,30,81,50,75,19,6,12,12,6,0,4770
"G25000506404","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6404",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6404","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0",3038,0,97,292,15,0,0,96,145,0,325,967,0,0,0,25,118,798,80,80,234,415,51,270,79,146,2334,253,9,442,29,60,12,76,167,10,49,139,2,212,465,47,54,36,174,101,122,171,98,112,82,101,32,23,19,27,25,12,4,0,5181
"G25000506405","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6405",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6405","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",5593,0,194,794,20,0,0,283,33,0,340,1681,0,0,0,26,229,1611,93,289,569,855,125,543,104,166,4135,370,13,1075,133,201,46,191,354,0,64,256,11,288,710,116,107,103,345,201,240,237,225,196,177,146,93,66,35,53,36,7,30,0,5503
"G25000506406","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6406",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6406","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5167,0,215,486,6,0,0,257,41,0,278,2103,0,5,0,5,193,1157,72,349,336,667,41,373,93,190,3720,250,16,1181,63,165,49,128,247,0,56,190,0,278,665,125,163,58,301,267,202,158,188,193,108,85,83,60,68,43,37,23,15,0,5008
"G25000506407","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6407",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6407","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",3170,0,58,410,17,0,0,74,21,0,142,1191,0,0,0,12,229,722,78,216,177,368,38,308,51,77,2567,191,6,406,65,102,12,105,196,0,63,105,17,207,442,79,95,35,110,119,104,101,106,104,87,68,39,102,16,52,32,11,22,0,5808
"G25000506408","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6408",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3168,0,139,397,6,6,0,53,29,0,176,1069,0,0,7,9,136,723,90,328,182,403,9,198,29,115,2315,184,23,646,40,81,24,66,99,6,32,97,17,202,510,99,58,95,179,91,101,128,105,65,64,52,72,23,31,26,6,7,12,0,4348
"G25000506409","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6409",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6409","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0",7109,0,188,710,22,11,0,438,40,7,113,3735,12,0,0,5,322,986,139,381,354,504,113,452,29,48,4388,376,20,2325,109,170,29,119,405,10,36,303,5,346,1076,201,115,195,572,426,309,269,248,198,144,102,135,54,69,16,38,12,5,0,4505
"G25000506410","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6410",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3236,0,45,241,9,0,0,62,5,0,26,2345,0,2,7,0,72,205,24,193,40,116,18,54,7,17,1544,73,17,1602,27,68,0,30,43,7,0,92,0,137,510,50,108,118,356,252,151,128,110,105,63,40,33,0,0,25,12,0,0,0,3915
"G2500050641099","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","641099",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6410.99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G25000506411","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6411",,,"80",,,,,,"E",,"3","C",,"State: 25 County: 005 Tract: 6411","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1",213,0,22,29,0,0,0,30,0,0,17,56,0,0,0,0,0,42,8,9,16,34,0,18,8,8,166,24,0,23,9,7,0,0,17,0,0,0,0,16,16,8,0,18,65,7,16,0,16,16,0,0,0,0,0,0,0,0,0,0,4516
"G25000506412","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6412",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6412","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0",3387,0,66,192,0,0,0,110,41,0,56,2402,0,0,0,0,43,374,34,69,138,138,35,97,0,38,1779,140,0,1468,62,28,18,45,132,7,0,98,19,167,605,72,98,29,254,113,129,198,104,101,103,94,36,18,12,12,8,12,7,9,4767
"G25000506413","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6413",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6413","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0",6317,5,423,725,0,26,0,173,316,0,32,2741,0,0,0,0,333,1146,66,331,337,593,92,361,141,83,4147,342,12,1816,59,113,11,149,245,0,19,323,18,337,953,140,150,100,446,401,203,228,145,263,147,154,106,36,14,37,25,5,6,0,4329
"G25000506414","1980","S","1","1","Massachusetts","25","2480","Bristol","005","040","1220","6414",,,"80",,,,,,"E",,"3",,,"State: 25 County: 005 Tract: 6414","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0",3356,0,105,264,7,0,0,26,16,0,57,1992,0,0,0,0,216,449,68,156,101,320,14,123,26,76,2027,148,12,1169,16,25,7,8,98,0,34,103,0,203,669,35,91,75,291,171,109,115,95,116,52,49,67,18,19,19,21,10,8,0,4472
